id,ufcstats_id,sherdog_id,bestfightodds_id,ufc_id,name,event_order
107896-ufc-fight-night,dba230fe33011201,100718,3173,ufc-fight-night-march-30-2024,UFC Fight Night: Blanchfield vs. Fiorot,685
108721-ufc-fight-night,899eaba48fa864a6,100903,3230,ufc-fight-night-april-06-2024,UFC Fight Night: Allen vs. Curtis 2,686
108579-ufc-300,6750e338922a099d,100836,3205,ufc-300,UFC 300: Pereira vs. Hill,687
109627-ufc-fight-night,a16ce18149021139,101241,3252,ufc-fight-night-april-27-2024,UFC Fight Night: Nicolau vs. Perez,688
109604-ufc-fight-night,981ab7a0576f76a0,101242,3271,ufc-301,UFC 301: Pantoja vs. Erceg,689
110365-ufc-fight-night,5dfe71ade71f3a4b,101616,3238,ufc-fight-night-may-11-2024,UFC Fight Night: Lewis vs. Nascimento,690
110359-ufc-fight-night,46baf0f57edfa4df,101602,3290,ufc-fight-night-may-18-2024,UFC Fight Night: Barboza vs. Murphy,691
110366-ufc-302,6e4acc2c115215b5,101617,3270,ufc-302,UFC 302: Makhachev vs. Poirier,692
111458-ufc-fight-night,cba3a2dfbc06ce79,102220,3313,ufc-fight-night-june-08-2024,UFC Fight Night: Cannonier vs. Imavov,693
111669-ufc-fight-night,9c5828c6fd9dc948,102196,3318,ufc-fight-night-june-15-2024,UFC Fight Night: Perez vs. Taira,694
109963-ufc-fight-night,b12a1d19ee383b7c,101352,3277,ufc-fight-night-june-22-2024,UFC Fight Night: Whittaker vs. Aliskerov,695
109011-ufc,f3743d8ef5dde970,101573,3283,ufc-303,UFC 303: Pereira vs. Procházka 2,696
111798-ufc-fight-night,66e0a70352fef46a,102307,3363,ufc-fight-night-july-13-2024,UFC Fight Night: Namajunas vs. Cortez,697
112783-ufc-fight-night,c11036da9162cb5f,102684,3372,ufc-fight-night-july-20-2024,UFC Fight Night: Lemos vs. Jandiroba,698
112936-ufc-304,026b4f7049085842,102683,3307,ufc-304,UFC 304: Edwards vs. Muhammad 2,699
111167-ufc-fight-night,fe435e440b5de0ff,101959,3320,ufc-fight-night-august-03-2024,UFC Fight Night: Sandhagen vs. Nurmagomedov,700
112784-ufc-fight-night,2c733e059462c1dc,102682,3406,ufc-fight-night-august-10-2024,UFC Fight Night: Tybura vs. Spivac 2,701
111885-ufc-305,32ba186f4b0e3267,102302,3350,ufc-305,UFC 305: Du Plessis vs. Adesanya,702
114902-ufc-fight-night,be8ad887e4d674b0,103286,3414,ufc-fight-night-august-24-2024,UFC Fight Night: Cannonier vs. Borralho,703
114678-ufc-fight-night,ee0b69e307c857e5,103192,3362,ufc-fight-night-september-07-2024,UFC Fight Night: Burns vs. Brady,704
110826-ufc-306,0c01568b1ac77bff,100837,3371,riyadh-season-noche-ufc,UFC 306: O'Malley vs. Dvalishvili,705
111674-ufc-fight-night,079488710f012779,102194,3427,ufc-fight-night-september-28-2024,UFC Fight Night: Moicano vs. Saint-Denis,706
116146-ufc-307,eee8efec7b951d84,103193,3433,ufc-307,UFC 307: Pereira vs. Rountree,707
115961-ufc-fight-night,5bdcbd8dd681a257,103715,3500,ufc-fight-night-october-12-2024,UFC Fight Night: Royval vs. Taira,708
116368-ufc-fight-night,6a0047ac8c99fece,103837,3513,ufc-fight-night-october-19-2024,UFC Fight Night: Pereira vs. Hernandez,709
112501-ufc-308,221b2a3070c7ce3e,102482,3412,ufc-308,UFC 308: Topuria vs. Holloway,710
116421-ufc-fight-night,3ab0df1ddd5f1dc2,103864,3450,ufc-fight-night-november-02-2024,UFC Fight Night: Moreno vs. Albazi,711
116440-ufc-fight-night,585f9ffdb0cd0466,103893,3531,ufc-fight-night-november-09-2024,UFC Fight Night: Magny vs. Prates,712
116669-ufc-309,daff32bc96d1eabf,103896,3476,ufc-309,UFC 309: Jones vs. Miocic,713
116899-ufc-fight-night,e955046551f8c7dd,104112,3549,ufc-fight-night-november-23-2024,UFC Fight Night: Yan vs. Figueiredo,714
116766-ufc-310,ad23903ef3af7406,103714,3522,ufc-310,UFC 310: Pantoja vs. Asakura,715
116905-ufc-fight-night,72c9c2eadfc3277e,104113,3544,ufc-fight-night-december-14-2024,UFC Fight Night: Covington vs. Buckley,716
