id,ufcstats_id,event_id,bout_order,fighter_1_id,fighter_2_id,outcome_method,end_round_time_info,billing,weight_class,fighter_1_odds,fighter_2_odds,fighter_1_weight,fighter_2_weight,fighter_1_gym_info,fighter_1_gym_ids,fighter_2_gym_info,fighter_2_gym_ids
2922-the-ultimate-fighter-5-finale-roger-el-matador-huerta-vs-douglas-evans,518fec4812ed1587,the-ultimate-fighter-5-finale,6,roger-huerta-el-matador,douglas-evans,"KO/TKO, Punches","3:30 Round 2 of 3, 8:30 Total",Main Card (fight 6 of 9),155 lbs (70.3 kg),-725 (Huge Favorite),+525 (Heavy Underdog),155.0 lbs (70.3 kgs),154.0 lbs (69.9 kgs),Tiger Muay Thai,99-tiger-muay-thai,AK Wolfpack,
1290-the-ultimate-fighter-5-finale-thales-leites-vs-floyd-sword,1c36ff6c6284a523,the-ultimate-fighter-5-finale,7,thales-leites,floyd-sword,"Submission, Arm Triangle Choke",3:50 Round 1 of 3,Main Card (fight 7 of 9),185 lbs (83.9 kg),-500 (Heavy Favorite),+385 (Moderate Underdog),186.0 lbs (84.4 kgs),185.0 lbs (83.9 kgs),Nova União,53-nova-unio,N/A,
1293-the-ultimate-fighter-5-finale-nate-diaz-vs-manny-the-anvil-gamburyan,3542c5c5c5180090,the-ultimate-fighter-5-finale,8,nate-diaz,manvel-gamburyan-the-anvil,"Submission, Shoulder Injury","0:20 Round 2 of 3, 5:20 Total",Main Card (fight 8 of 9),155 lbs (70.3 kg),-100 (Near Even),-130 (Slight Favorite),155.0 lbs (70.3 kgs),155.0 lbs (70.3 kgs),Cesar Gracie Jiu Jitsu,783-cesar-gracie-jiu-jitsu,Hayastan MMA,834-hayastan-mma
1296-the-ultimate-fighter-5-finale-bj-the-prodigy-penn-vs-little-evil-jens-pulver-ii,30d7a9a1d99b327c,the-ultimate-fighter-5-finale,9,bj-penn-the-prodigy,jens-pulver-little-evil,"Submission, Rear Naked Choke","3:12 Round 2 of 3, 8:12 Total",Main Event (fight 9 of 9),155 lbs (70.3 kg),-340 (Moderate Favorite),+270 (Moderate Underdog),155.5 lbs (70.5 kgs),152.0 lbs (68.9 kgs),Jackson Wink MMA Academy,60-jacksons-mma,Team Curran MMA,971-team-curran-mma
1301-ufc-73-frankie-the-answer-edgar-vs-mark-bocek,2748001ead121b8a,ufc-73-stacked,1,frankie-edgar-the-answer,mark-bocek,"KO/TKO, Punches",4:55 Round 1 of 3,Preliminary Card (fight 1 of 9),155 lbs (70.3 kg),-220 (Moderate Favorite),+175 (Slight Underdog),154.5 lbs (70.1 kgs),154.5 lbs (70.1 kgs),Ricardo Almeida Jiu Jitsu,672-ricardo-almeida-jiu-jitsu,Tristar Gym,1-tristar-gym
1304-ufc-73-chris-lights-out-lytle-vs-jason-gilliam,3aa19b85fbf4114c,ufc-73-stacked,2,chris-lytle-lights-out,jason-gilliam,"Submission, Triangle Kimura",2:15 Round 1 of 3,Preliminary Card (fight 2 of 9),170 lbs (77.1 kg),-415 (Heavy Favorite),+333 (Moderate Underdog),169.5 lbs (76.9 kgs),171.0 lbs (77.6 kgs),Integrated Fighting Academy (Primary); Indy Boxing & Grappling (Other),1214-integrated-fighting-academy; 1213-indy-boxing-grappling,Team Wolfpack,
1312-ufc-73-jg-jorge-gurgel-vs-diego-the-octopus-saraiva,a8bab8884249f634,ufc-73-stacked,3,jorge-gurgel-jg,diego-saraiva-the-octopus,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 3 of 9),155 lbs (70.3 kg),-220 (Moderate Favorite),+180 (Slight Underdog),155.5 lbs (70.5 kgs),155.0 lbs (70.3 kgs),JG MMA Academy,1519-jg-mma-academy,N/A,
1317-ufc-73-the-american-psycho-stephan-bonnar-vs-mike-big-nickels,340a08b1f3d1dd36,ufc-73-stacked,4,stephan-bonnar-the-american-psycho,mike-nickels-big,"Submission, Rear Naked Choke",2:14 Round 1 of 3,Preliminary Card (fight 4 of 9),205 lbs (93.0 kg),-557 (Heavy Favorite),+350 (Moderate Underdog),204.5 lbs (92.8 kgs),205.5 lbs (93.2 kgs),Xtreme Couture,724-xtreme-couture,Colorado BJJ,603-colorado-bjj
1320-ufc-73-antnio-rodrigo-minotauro-nogueira-vs-heath-the-texas-crazy-horse-herring-iii,4dd2cd7da33e35d7,ufc-73-stacked,5,antonio-rodrigo-nogueira-minotauro,heath-herring-the-texas-crazy-horse,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 5 of 9),265 lbs (120.2 kg),-625 (Huge Favorite),+450 (Heavy Underdog),240.5 lbs (109.1 kgs),259.0 lbs (117.5 kgs),Team Nogueira,98-team-nogueira,Las Vegas Combat Club,
1323-ufc-73-the-muscle-shark-sean-sherk-vs-hermes-frana,6a9e343bd12dfa64,ufc-73-stacked,6,sean-sherk-the-muscle-shark,hermes-franca,"Decision, Unanimous","5 Rounds, 25:00 Total",Main Card (fight 6 of 9),155 lbs (70.3 kg),-253 (Moderate Favorite),+208 (Moderate Underdog),154.5 lbs (70.1 kgs),154.5 lbs (70.1 kgs),The Academy MN,501-minnesota-martial-arts-academy,Team Hermes França,
1328-ufc-73-sugar-rashad-evans-vs-the-huntington-beach-bad-boy-tito-ortiz,0ec579db0efcf0c6,ufc-73-stacked,7,rashad-evans-sugar,tito-ortiz-the-huntington-beach-bad-boy,"Ends in a Draw, Unanimous","3 Rounds, 15:00 Total",Co-Main Event (fight 7 of 9),205 lbs (93.0 kg),+103 (Near Even),-133 (Slight Favorite),204.0 lbs (92.5 kgs),205.5 lbs (93.2 kgs),Blackzilians Performance Institute,31-blackzilians,Team Punishment,901-team-punishment
2796-ufc-73-anderson-the-spider-silva-vs-nate-the-great-marquardt,eff9207427f0e02c,ufc-73-stacked,8,anderson-silva-the-spider,nate-marquardt-the-great,"KO/TKO, Punches",4:50 Round 1 of 5,Main Event (fight 8 of 9),185 lbs (83.9 kg),-163 (Slight Favorite),+133 (Slight Underdog),184.5 lbs (83.7 kgs),182.5 lbs (82.8 kgs),N/A,,Genesis Training Academy,201-grudge-tc
2799-ufc-73-kenny-kenflo-florian-vs-alvin-kid-robinson,19da32f5af2e8e2b,ufc-73-stacked,9,kenny-florian-kenflo,alvin-robinson-kid,"Submission, Punches",4:30 Round 1 of 3,Postlim (fight 9 of 9),155 lbs (70.3 kg),-233 (Moderate Favorite),+188 (Slight Underdog),155.5 lbs (70.5 kgs),156.0 lbs (70.8 kgs),Florian Martial Arts Center,258-florian-martial-arts-center,MMA Lab,193-mma-lab
2804-ufc-74-clay-the-carpenter-guida-vs-marcus-maximus-aurelio,fa2271eecde701ed,ufc-74-respect,1,clay-guida-the-carpenter,marcus-aurelio-maximus,"Decision, Split","3 Rounds, 15:00 Total",Preliminary Card (fight 1 of 9),155 lbs (70.3 kg),-125 (Slight Favorite),-105 (Near Even),155.0 lbs (70.3 kgs),155.0 lbs (70.3 kgs),N/A,,N/A,
2809-ufc-74-thales-leites-vs-ryan-jensen,4a9b3b97fa2bbca9,ufc-74-respect,2,thales-leites,ryan-jensen,"Submission, Armbar",3:47 Round 1 of 3,Preliminary Card (fight 2 of 9),185 lbs (83.9 kg),-315 (Moderate Favorite),+225 (Moderate Underdog),188.0 lbs (85.3 kgs),185.0 lbs (83.9 kgs),Nova União,53-nova-unio,Jackson Wink MMA Academy,60-jacksons-mma
2813-ufc-74-frank-mir-vs-antoni-hardonk,e7ff18a0cfa09702,ufc-74-respect,3,frank-mir,antoni-hardonk,"Submission, Kimura",1:17 Round 1 of 3,Preliminary Card (fight 3 of 9),265 lbs (120.2 kg),-170 (Slight Favorite),+140 (Slight Underdog),255.0 lbs (115.7 kgs),244.0 lbs (110.7 kgs),Jackson Wink MMA Academy (Primary); Manchester Top Team (Other); Drysdale Jiu Jitsu (Jiu Jitsu),60-jacksons-mma; 3322-all-powers-gym; 723-drysdale-jiu-jitsu,Vos Gym Amsterdam,9628-vos-gym-amsterdam
2817-ufc-74-renato-babalu-sobral-vs-david-the-headhunter-heath,6b38906e77607c77,ufc-74-respect,4,renato-sobral-babalu,david-heath-the-headhunter,"Submission, Anaconda Choke","3:30 Round 2 of 3, 8:30 Total",Preliminary Card (fight 4 of 9),205 lbs (93.0 kg),-243 (Moderate Favorite),+193 (Slight Underdog),204.0 lbs (92.5 kgs),205.0 lbs (93.0 kgs),Gracie Barra,271-gracie-barra,Absolute Combat Alliance,420-absolute-combat-alliance
2825-ufc-74-patrick-the-predator-cote-vs-kendall-da-spyder-grove,cc17e4d182235a95,ufc-74-respect,5,patrick-cote-the-predator,kendall-grove-da-spyder,"KO/TKO, Punches",4:45 Round 1 of 3,Main Card (fight 5 of 9),185 lbs (83.9 kg),+225 (Moderate Underdog),-288 (Moderate Favorite),184.5 lbs (83.7 kgs),184.0 lbs (83.5 kgs),Brazilian Top Team Canada (Primary); Speedy Gym (Other),246-brazilian-top-team-canada; 376-speedy-gym,Straight Rootless Jiu Jitsu,
